episode,frame,x_ego,x_other_1,x_other_2,x_other_3,x_other_4,y_ego,y_other_1,y_other_2,y_other_3,y_other_4,vx_ego,vx_other_1,vx_other_2,vx_other_3,vx_other_4,vy_ego,vy_other_1,vy_other_2,vy_other_3,vy_other_4,throttle,braking,steering,d_left_1,d_right_1,d_left_2,d_right_2
1200,0,-5.32230806350708,45.27052688598633,31.47998046875,-28.262306213378903,-39.99542999267578,207.3999938964844,207.3999938964844,204.1999969482422,204.09999084472656,203.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999938964843636,1.9000061035156364,5.099993896484364,1.9000061035156364
1200,1,-5.32230806350708,45.27052307128906,31.47998046875,-28.262306213378903,-39.99542999267578,207.3999938964844,207.3999938964844,204.1999969482422,204.09999084472656,203.8000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999938964843636,1.9000061035156364,5.099993896484364,1.9000061035156364
1200,2,-5.32230806350708,45.2707405090332,31.48102188110352,-28.26186180114746,-39.99542999267578,207.3999938964844,207.3998565673828,204.19976806640625,204.09996032714844,203.8000030517578,0.0,0.0018582995980978,0.0201187208294868,-0.0014729239046573,0.0,0.0,-0.0100348098203539,-0.0155961820855736,-0.0045588300563395,0.0,0.699999988079071,0.0,0.729546308517456,1.5999938964843636,1.9000061035156364,5.099993896484364,1.9000061035156364
1200,3,-5.321317195892334,45.27780151367188,31.48381805419922,-28.26009750366211,-39.99505615234375,207.40011596679688,207.4011688232422,204.19879150390625,204.09988403320312,203.8000030517578,0.0007458321633748,-0.0023593883961439,0.0005395328626036,0.0008800876094028,4.485705501540748e-17,-0.0369966365396976,-0.0049877506680786,-0.0056777922436594,-0.0050229355692863,3.401460315663391e-17,0.699999988079071,0.0,-0.1417095065116882,1.6001159667968636,1.8998840332031364,5.100115966796864,1.8998840332031364
1200,4,-5.321358680725098,45.27719497680664,31.48354148864746,-28.26028060913086,-39.99277877807617,207.40013122558597,207.40098571777344,204.19874572753903,204.09982299804688,203.79885864257807,-3.175955134793185e-05,-0.0011970257619395,-0.0009380037663504,-0.000583297049161,4.1695646359585226e-05,0.0049428753554821,0.0048349634744226,0.0016849295934662,0.0011950142215937,0.0005071330233477,0.699999988079071,0.0,-0.2195469588041305,1.600131225585926,1.8998687744140736,5.100131225585926,1.8998687744140736
1200,5,-5.321295261383057,45.276737213134766,31.483217239379883,-28.260536193847656,-39.99317169189453,207.3997039794922,207.40089416503903,204.19876098632807,204.0998077392578,203.79904174804688,-0.0001162989792646,-0.0005423796246759,-0.0004057086480315,-0.0002372248563915,-0.0005503912689164,0.0092092435806989,0.0031601109076291,0.0015705530531704,0.0014139927225187,0.0034722122363746,0.699999988079071,0.0,-0.005976403132081,1.599703979492176,1.900296020507824,5.099703979492176,1.900296020507824
1200,6,-5.321267127990723,45.27653121948242,31.483078002929688,-28.260648727416992,-39.99345779418945,207.39968872070312,207.40089416503903,204.19888305664065,204.09991455078125,203.79925537109372,-6.160992052173242e-05,-0.0001970000448636,-0.0001628812315175,-9.682859672466292e-05,-0.0002620765590108,0.005269568413496,0.0012924000620841,0.0006936017307452,0.0006247672135941,0.0016595772467553,0.699999988079071,0.0,0.0011086445301771,1.5996887207031136,1.9003112792968864,5.099688720703114,1.9003112792968864
1200,7,-5.321254730224609,45.27647399902344,31.483015060424805,-28.260690689086918,-39.99358367919922,207.39968872070312,207.40090942382807,204.1988677978516,204.09988403320312,203.79934692382807,-2.462145857862197e-05,-7.37434602342546e-05,-6.671901792287827e-05,-4.136718780500814e-05,-0.0001093847022275,0.0021748002618551,0.0004982029786333,-3.484584158286452e-05,-2.8349160857032984e-05,0.0007259777630679,0.699999988079071,0.0,0.0025805137120187,1.5996887207031136,1.9003112792968864,5.099688720703114,1.9003112792968864
1200,8,-5.321250915527344,45.276458740234375,31.482999801635746,-28.26070213317871,-39.99363327026367,207.3995056152344,207.40087890625,204.19883728027344,204.099853515625,203.79934692382807,-8.67565813678084e-06,-3.399923298275098e-05,-2.7306601623422463e-05,-1.6416877770097926e-05,-4.4701446313411e-05,0.0001911844447022,-1.2360929758870045e-05,-4.601652472047135e-05,-4.140891178394668e-05,0.0003220287617295,0.699999988079071,0.0,0.0030982880853116,1.5995056152343636,1.9004943847656364,5.099505615234364,1.9004943847656364
1200,9,-5.3212480545043945,45.276458740234375,31.48299217224121,-28.26070785522461,-39.99363327026367,207.39944458007807,207.40084838867188,204.19883728027344,204.09983825683597,203.79934692382807,-2.9494633508875268e-06,-2.108708031300921e-05,-1.2653581507038323e-05,-6.655466677329969e-06,0.0,3.864804602926597e-05,-4.476147296372801e-06,-1.9456174413789995e-05,-1.746507223288063e-05,0.0,0.699999988079071,0.0,0.0031715314835309,1.5994445800781136,1.9005554199218864,5.099444580078114,1.9005554199218864
1200,10,-5.321247577667236,45.276458740234375,31.482990264892575,-28.26070976257324,-39.99363327026367,207.39944458007807,207.4008331298828,204.1988220214844,204.09983825683597,203.79934692382807,-9.481225333729526e-07,-1.711651566438377e-05,-7.0406867962447e-06,-2.703191739783506e-06,0.0,4.94285495733493e-06,-1.6442904779978562e-06,-8.202242497645784e-06,-7.338709565374302e-06,0.0,0.699999988079071,0.0,0.0031963770743459,1.5994445800781136,1.9005554199218864,5.099444580078114,1.9005554199218864
